candidate,single_side_cost_bps,rebalance_date,sub_strategy,preset,allocation,sub_nav,nav_weight,holding_count,holdings_json,holdings_sha256
A,20,2022-12-30,quality,fcf_roe_value,0.5,561466.9177222983,0.49984557145024433,18,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""DVA"", ""EXPD"", ""FAF"", ""FNF"", ""GM"", ""HOLX"", ""HUM"", ""HUN"", ""INTC"", ""MUSA"", ""NVR"", ""PAG"", ""V"", ""WSM""]",c8bbad0b82b8659a78443b59af8c239522fc71d2c99164d0dc9fcd2314f93a35
A,20,2023-06-30,growth,growth_value,0.5,653775.1547867253,0.49956532624122441,30,"[""AAL"", ""AEE"", ""AMG"", ""AMGN"", ""AMP"", ""BJ"", ""BKNG"", ""BLDR"", ""CF"", ""CSL"", ""DAL"", ""DINO"", ""DOW"", ""EQH"", ""GPK"", ""HBAN"", ""LAZ"", ""LNG"", ""MOS"", ""MUSA"", ""NI"", ""PFE"", ""PFG"", ""PK"", ""SYY"", ""UAL"", ""V"", ""VLO"", ""WMB"", ""WTM""]",b3bea977e3bbe5c051459a3bce13741ca95f5dcaebda19cba20eed938d44aade
A,20,2023-06-30,quality,fcf_roe_value,0.5,654912.85946316237,0.50043467375877548,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""ELV"", ""EXPD"", ""GM"", ""HOLX"", ""HUM"", ""LEN"", ""NVR"", ""V"", ""WSM"", ""WU""]",4ca7065e990d0fda3faf49a188621d415dca6616749354e5586fc41679e68e86
A,20,2023-12-29,growth,growth_value,0.5,697702.90948000946,0.49996428430025219,30,"[""AAL"", ""ALSN"", ""AMG"", ""AMP"", ""BKNG"", ""CF"", ""CNM"", ""CSL"", ""CTRA"", ""DAL"", ""DINO"", ""DOW"", ""EEFT"", ""EPR"", ""EQH"", ""EXPE"", ""GPK"", ""HBAN"", ""KNSL"", ""MCHP"", ""MOH"", ""MOS"", ""MUSA"", ""PFE"", ""PFG"", ""RITM"", ""SNX"", ""SON"", ""SSB"", ""UAL""]",e3124346bd9843c558800226ba5a43c9b4eae19de16c626a1c84e77bb44c7abe
A,20,2023-12-29,quality,fcf_roe_value,0.5,697802.592391012,0.50003571569974781,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""GM"", ""HRB"", ""LEN"", ""MOH"", ""PHM"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WU""]",1c346cfbedfb3a60c8b1ca56c5a704e194d3e8b094dbbdff7e4c471f9d41e088
A,20,2024-06-28,growth,growth_value,0.5,763922.37973858591,0.49982688753726318,30,"[""ACGL"", ""AM"", ""APO"", ""AXP"", ""BYD"", ""CCL"", ""CPAY"", ""CPNG"", ""CVNA"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FRHC"", ""GL"", ""HALO"", ""KNSL"", ""KO"", ""LEA"", ""MPC"", ""MTB"", ""PEG"", ""RNR"", ""TGT"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD"", ""WSC""]",88b1110612188f9c7259ff05c78fae2d77fc01f3e403133c34a86687518f3e12
A,20,2024-06-28,quality,fcf_roe_value,0.5,764451.54088534997,0.50017311246273688,27,"[""ADM"", ""AGCO"", ""ALSN"", ""AM"", ""ARW"", ""BG"", ""BYD"", ""CE"", ""CF"", ""CNH"", ""CNM"", ""CROX"", ""EOG"", ""GM"", ""HOG"", ""MGM"", ""MIDD"", ""MPC"", ""NEU"", ""NUE"", ""OLN"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WCC"", ""WU""]",94f14afca6dbd7f4fbedf6fb5020fdf9bc2c7332433cca2f0c5d5a91108251da
A,20,2024-12-31,growth,growth_value,0.5,791648.81761668087,0.4999806591084805,30,"[""ACGL"", ""AIZ"", ""AM"", ""AMP"", ""CROX"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FITB"", ""FRHC"", ""GEN"", ""GL"", ""HOOD"", ""JPM"", ""KNSL"", ""MGM"", ""MPC"", ""MTB"", ""NOV"", ""NSA"", ""PEG"", ""PEP"", ""RNR"", ""SJM"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD""]",495a98bb9066b560dbf860752b3f31276a137ebe959a053b9928719d4e60f676
A,20,2024-12-31,quality,fcf_roe_value,0.5,791710.06476144202,0.50001934089151956,25,"[""ADM"", ""AM"", ""ARW"", ""BLDR"", ""CE"", ""CF"", ""CROX"", ""DVA"", ""DVN"", ""EOG"", ""GM"", ""HAL"", ""HOG"", ""LEN"", ""MGM"", ""MIDD"", ""MPC"", ""OLN"", ""OVV"", ""SLGN"", ""TDC"", ""THC"", ""V"", ""VZ"", ""WU""]",d78a1703526d63fab74a03b4a5b7b27f80f2f185a55ee52d67154cdbb390bb43
A,20,2025-06-30,growth,growth_value,0.5,795329.08325823583,0.49970202776600109,30,"[""ALK"", ""CCL"", ""DUK"", ""DVA"", ""EVRG"", ""EXPE"", ""FITB"", ""FNF"", ""FTI"", ""HALO"", ""HOOD"", ""IBKR"", ""IRDM"", ""KNSL"", ""LAZ"", ""LNC"", ""LVS"", ""META"", ""MRK"", ""MUSA"", ""NVR"", ""PEP"", ""PGR"", ""SYF"", ""UAL"", ""VIRT"", ""VST"", ""WFRD"", ""WMT"", ""XOM""]",05b86589d826e3910a16967176401ab5f769bf5ccd489625fcec088b3f081aa0
A,20,2025-06-30,quality,fcf_roe_value,0.5,796277.59245185379,0.50029797223399897,23,"[""APA"", ""BLDR"", ""CF"", ""CROX"", ""DAL"", ""DVA"", ""DVN"", ""EEFT"", ""EOG"", ""EXPE"", ""HAL"", ""HOG"", ""INGR"", ""MGM"", ""OC"", ""OMC"", ""SLB"", ""TDC"", ""V"", ""VZ"", ""WEN"", ""WU"", ""YETI""]",2360b6822fbaa7a87a209b24224ba8f58641d34709f06a0f11841c1c78c0c432
A,20,2025-12-31,growth,growth_value,0.5,857342.18738825852,0.49999199312667081,30,"[""CCL"", ""CI"", ""CROX"", ""CRUS"", ""DUK"", ""DVA"", ""EVR"", ""EVRG"", ""EXPE"", ""FNF"", ""FOUR"", ""FTI"", ""HALO"", ""HHH"", ""IBKR"", ""KBR"", ""KNSL"", ""LAZ"", ""LNC"", ""LVS"", ""MU"", ""MUSA"", ""NLY"", ""PEP"", ""PFG"", ""PGR"", ""PR"", ""QSR"", ""SYF"", ""VIRT""]",090336fbf1735d6e82fb4c42135586ecc39bd8e79dd854ff08e08ffa6fd97b00
A,20,2025-12-31,quality,fcf_roe_value,0.5,857369.64634915604,0.50000800687332914,18,"[""CF"", ""CHTR"", ""CROX"", ""DAL"", ""DVA"", ""DVN"", ""EEFT"", ""EOG"", ""FOUR"", ""HOG"", ""HRB"", ""LW"", ""MGM"", ""OC"", ""TDC"", ""V"", ""VZ"", ""WU""]",d59624140db7e492e9a14236b544ddb6356a38b4694531da50708eb05788cfd5
A,20,2026-06-30,growth,growth_value,0.5,1003341.7614009135,0.49986828519372428,30,"[""AMT"", ""CACC"", ""CBOE"", ""CF"", ""CRUS"", ""CVNA"", ""D"", ""DLTR"", ""DXCM"", ""EQT"", ""EVR"", ""EXE"", ""FAF"", ""FOX"", ""HALO"", ""IBKR"", ""KEY"", ""KLAC"", ""KNSL"", ""LYFT"", ""MPC"", ""NEM"", ""NI"", ""OMF"", ""PEG"", ""PGR"", ""PNFP"", ""RNR"", ""VIRT"", ""WTM""]",2af978a703cb0c1231235451a568a26a7367732aa3edbf9c465acebed8966a7c
A,20,2026-06-30,quality,fcf_roe_value,0.5,1003870.5205546573,0.50013171480627561,29,"[""ACN"", ""ADBE"", ""ADT"", ""BAH"", ""CHTR"", ""CPB"", ""CTSH"", ""DAL"", ""DOX"", ""DVN"", ""EEFT"", ""EXPE"", ""G"", ""GAP"", ""GDDY"", ""GEN"", ""HRB"", ""INTU"", ""IT"", ""KLAC"", ""LULU"", ""LW"", ""MELI"", ""PYPL"", ""TDC"", ""THC"", ""V"", ""VZ"", ""WU""]",493f60c9655475009dae3a27295cd597e748cc0f6a26e169caf4313e5fd58607
B,0,2021-06-30,growth,growth_value,0.34999999999999998,350000,0.34999999999999998,30,"[""ACGL"", ""ACI"", ""AMKR"", ""BJ"", ""BOKF"", ""CBOE"", ""CBSH"", ""CNC"", ""COKE"", ""DKS"", ""DTE"", ""EVR"", ""EXP"", ""FRHC"", ""GL"", ""HOLX"", ""HRB"", ""LAZ"", ""LPX"", ""MO"", ""PB"", ""PEG"", ""PGR"", ""PRI"", ""SGI"", ""VIRT"", ""VRTX"", ""WSM"", ""WTM"", ""WY""]",62fd1a60a8111d93903ba698558ae84802d80aa973877dc67828180d378545c5
B,0,2021-06-30,momentum,momentum,0.14999999999999999,150000,0.14999999999999999,30,"[""ALGN"", ""ALLY"", ""BJ"", ""CELH"", ""CHRD"", ""CNP"", ""COF"", ""CRL"", ""CROX"", ""DKS"", ""DUK"", ""EPAM"", ""F"", ""GMED"", ""GNRC"", ""GOOG"", ""GS"", ""JEF"", ""LLY"", ""MRNA"", ""NUE"", ""NVDA"", ""QXO"", ""RH"", ""ROKU"", ""SYF"", ""THC"", ""TRGP"", ""WCC"", ""YETI""]",9718f69909bb2f3b6e4a6aa78fb102104f5638f16a251ecd11d51475f344527b
B,0,2021-06-30,quality,fcf_roe_value,0.5,500000,0.5,18,"[""ALSN"", ""CSX"", ""DKS"", ""ELV"", ""FAF"", ""FNF"", ""GM"", ""IBM"", ""LOPE"", ""MOH"", ""MUSA"", ""OMC"", ""PAG"", ""PHM"", ""URI"", ""V"", ""VZ"", ""WSM""]",5f5dae480556e441bff02fddaa3d55290433e4468d944f8722b856db90614e7f
B,0,2021-12-31,growth,growth_value,0.34999999999999998,383173.72015124932,0.34999999999999998,30,"[""ACGL"", ""ACI"", ""BJ"", ""CMS"", ""COKE"", ""DTE"", ""EBAY"", ""EVR"", ""EXP"", ""FDX"", ""GL"", ""HOLX"", ""HPE"", ""HRB"", ""KEY"", ""LAD"", ""LAZ"", ""LITE"", ""LPX"", ""MOH"", ""PB"", ""PGR"", ""PRI"", ""REGN"", ""SFM"", ""SGI"", ""TOL"", ""VIRT"", ""WSM"", ""WY""]",e44778280d86cffc029d01fde63df89fdb8ecb91a754cd39b02025546e841477
B,0,2021-12-31,momentum,momentum,0.14999999999999999,164217.30863624968,0.14999999999999997,30,"[""AZO"", ""BJ"", ""BLDR"", ""BOKF"", ""BPOP"", ""CACC"", ""CHH"", ""CHRD"", ""CWEN-A"", ""EW"", ""EXC"", ""F"", ""FTNT"", ""HD"", ""HPQ"", ""INTU"", ""KLAC"", ""LBTYK"", ""LOW"", ""LPX"", ""MSFT"", ""NEE"", ""NSA"", ""ON"", ""ONTO"", ""PLD"", ""SNPS"", ""TOL"", ""TSLA"", ""WSC""]",21bac09f9130c93a5c16649cb205b6deb37e7b1a1e461e2dcd7e9a7a7b6b7fe3
B,0,2021-12-31,quality,fcf_roe_value,0.5,547391.02878749906,0.5,13,"[""ALSN"", ""DKS"", ""FAF"", ""FNF"", ""IBM"", ""LOPE"", ""MOH"", ""MUSA"", ""OMC"", ""PAG"", ""SFM"", ""V"", ""VZ""]",27d76aa6d80f53ea2ec744bd1ad5e573bdd1b7c15970e1862c9c2ca16695180c
B,0,2022-06-30,growth,growth_value,0.34999999999999998,332299.22583314212,0.35000000000000003,30,"[""ABBV"", ""ALLY"", ""AN"", ""AXP"", ""BLDR"", ""BYD"", ""CF"", ""CLF"", ""CNH"", ""COF"", ""COP"", ""ETSY"", ""FCX"", ""HOG"", ""HRB"", ""LPX"", ""M"", ""MRNA"", ""NLY"", ""NRG"", ""NUE"", ""OLN"", ""PFE"", ""PRU"", ""REGN"", ""RITM"", ""SYF"", ""WEC"", ""WMB"", ""WY""]",1785604d17a259021d30d33fc05ff6987f2b7d070db5f672263ec5eb7c77c9b8
B,0,2022-06-30,momentum,momentum,0.14999999999999999,142413.95392848947,0.14999999999999999,30,"[""ADM"", ""AJG"", ""BDX"", ""BIDU"", ""CF"", ""CMS"", ""DHR"", ""DLTR"", ""EA"", ""ED"", ""ENPH"", ""FCN"", ""HALO"", ""KO"", ""LPLA"", ""MCD"", ""MCK"", ""OXY"", ""PAG"", ""PPC"", ""RF"", ""RGA"", ""RS"", ""TRGP"", ""UNM"", ""VLO"", ""VRTX"", ""VST"", ""WAT"", ""WMB""]",91489b5d711e3e73ea1e63e0f798bde51b48bdbdd6130eaf929308ec65d0d595
B,0,2022-06-30,quality,fcf_roe_value,0.5,474713.17976163159,0.5,28,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""CROX"", ""DKS"", ""DVA"", ""FAF"", ""FNF"", ""GM"", ""HUN"", ""LAD"", ""LOPE"", ""MOH"", ""MUSA"", ""NRG"", ""NVR"", ""PAG"", ""PFE"", ""REGN"", ""RH"", ""SAIC"", ""SFM"", ""SGI"", ""THC"", ""V"", ""WHR"", ""WSM""]",28fe25b9159f54b64798c18aaa240b278271dd260b28f572c7a7e3c5ff95700a
B,0,2022-12-30,growth,growth_value,0.34999999999999998,378528.82377847302,0.35000000000000003,30,"[""ABBV"", ""ALLY"", ""AN"", ""AXP"", ""BLDR"", ""BX"", ""BYD"", ""CF"", ""CLF"", ""COP"", ""DBX"", ""DOW"", ""FCX"", ""GS"", ""LPX"", ""M"", ""MKSI"", ""MRNA"", ""NLY"", ""NUE"", ""OLN"", ""OMF"", ""ON"", ""PVH"", ""RITM"", ""ST"", ""SYF"", ""V"", ""WEC"", ""WY""]",f0a30e3dbeaf223dc9980f4adbb658ef6b1460769917e7697206b820df1d627f
B,0,2022-12-30,momentum,momentum,0.14999999999999999,162226.63876220267,0.14999999999999997,30,"[""ACGL"", ""AME"", ""AMKR"", ""AMP"", ""APA"", ""ARMK"", ""AXON"", ""BOKF"", ""CAT"", ""ED"", ""FCX"", ""GL"", ""GLPI"", ""HAL"", ""KO"", ""LBTYA"", ""LPLA"", ""LVS"", ""MPC"", ""MRK"", ""NLY"", ""NUE"", ""OKE"", ""PCG"", ""PDD"", ""PFGC"", ""TPL"", ""TRGP"", ""WTW"", ""ZM""]",1b6de640b212add853cfa0395d33351be9d5343ab4034bd7c33a5a68ad9736c7
B,0,2022-12-30,quality,fcf_roe_value,0.5,540755.46254067577,0.50000000000000011,18,"[""ACI"", ""ALSN"", ""BLDR"", ""CE"", ""DVA"", ""EXPD"", ""FAF"", ""FNF"", ""GM"", ""HOLX"", ""HUM"", ""HUN"", ""INTC"", ""MUSA"", ""NVR"", ""PAG"", ""V"", ""WSM""]",c8bbad0b82b8659a78443b59af8c239522fc71d2c99164d0dc9fcd2314f93a35
B,0,2023-06-30,growth,growth_value,0.34999999999999998,434473.32291497494,0.35000000000000003,30,"[""AAL"", ""AEE"", ""AMG"", ""AMGN"", ""AMP"", ""BJ"", ""BKNG"", ""BLDR"", ""CF"", ""CSL"", ""DAL"", ""DINO"", ""DOW"", ""EQH"", ""GPK"", ""HBAN"", ""LAZ"", ""LNG"", ""MOS"", ""MUSA"", ""NI"", ""PFE"", ""PFG"", ""PK"", ""SYY"", ""UAL"", ""V"", ""VLO"", ""WMB"", ""WTM""]",b3bea977e3bbe5c051459a3bce13741ca95f5dcaebda19cba20eed938d44aade
B,0,2023-06-30,momentum,momentum,0.14999999999999999,186202.85267784633,0.14999999999999994,30,"[""AAL"", ""ACGL"", ""APG"", ""BLD"", ""BLDR"", ""CLH"", ""CNM"", ""COF"", ""DAL"", ""DHI"", ""ELF"", ""EQT"", ""EXP"", ""HUBB"", ""JBL"", ""KNSL"", ""LEN"", ""LRCX"", ""MOH"", ""OC"", ""ONTO"", ""PEN"", ""PHM"", ""PRI"", ""SAIA"", ""SMCI"", ""SO"", ""SSD"", ""TOL"", ""UAL""]",2785ac8baf3949653460f976f46d83967490ea4b6eae9cc538b2e06c4b4b4331
B,0,2023-06-30,quality,fcf_roe_value,0.5,620676.17559282132,0.5,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""ELV"", ""EXPD"", ""GM"", ""HOLX"", ""HUM"", ""LEN"", ""NVR"", ""V"", ""WSM"", ""WU""]",4ca7065e990d0fda3faf49a188621d415dca6616749354e5586fc41679e68e86
B,0,2023-12-29,growth,growth_value,0.34999999999999998,467727.12631166109,0.34999999999999998,30,"[""AAL"", ""ALSN"", ""AMG"", ""AMP"", ""BKNG"", ""CF"", ""CNM"", ""CSL"", ""CTRA"", ""DAL"", ""DINO"", ""DOW"", ""EEFT"", ""EPR"", ""EQH"", ""EXPE"", ""GPK"", ""HBAN"", ""KNSL"", ""MCHP"", ""MOH"", ""MOS"", ""MUSA"", ""PFE"", ""PFG"", ""RITM"", ""SNX"", ""SON"", ""SSB"", ""UAL""]",e3124346bd9843c558800226ba5a43c9b4eae19de16c626a1c84e77bb44c7abe
B,0,2023-12-29,momentum,momentum,0.14999999999999999,200454.48270499759,0.14999999999999997,30,"[""ANET"", ""APG"", ""BLD"", ""BLDR"", ""BPOP"", ""BRBR"", ""CNM"", ""COF"", ""COKE"", ""DXCM"", ""ELF"", ""EXPE"", ""GDDY"", ""GRMN"", ""HLT"", ""ISRG"", ""ITT"", ""LEN"", ""MOH"", ""NBIX"", ""NEU"", ""PHM"", ""PR"", ""PSX"", ""RCL"", ""ROP"", ""SSD"", ""TOL"", ""UBER"", ""WING""]",cf2965d8fcf152c357e84fa21a187b7b5dafc07ec18b4117b4c907942b03f3a5
B,0,2023-12-29,quality,fcf_roe_value,0.5,668181.60901665874,0.5,15,"[""ALSN"", ""BLDR"", ""CHRW"", ""CROX"", ""DVA"", ""GM"", ""HRB"", ""LEN"", ""MOH"", ""PHM"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WU""]",1c346cfbedfb3a60c8b1ca56c5a704e194d3e8b094dbbdff7e4c471f9d41e088
B,0,2024-06-28,growth,growth_value,0.34999999999999998,519390.03385639936,0.34999999999999992,30,"[""ACGL"", ""AM"", ""APO"", ""AXP"", ""BYD"", ""CCL"", ""CPAY"", ""CPNG"", ""CVNA"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FRHC"", ""GL"", ""HALO"", ""KNSL"", ""KO"", ""LEA"", ""MPC"", ""MTB"", ""PEG"", ""RNR"", ""TGT"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD"", ""WSC""]",88b1110612188f9c7259ff05c78fae2d77fc01f3e403133c34a86687518f3e12
B,0,2024-06-28,momentum,momentum,0.14999999999999999,222595.72879559977,0.14999999999999999,30,"[""ACGL"", ""ANET"", ""APP"", ""CAVA"", ""CRS"", ""CRWD"", ""CVNA"", ""EME"", ""FANG"", ""FTAI"", ""GMED"", ""GRMN"", ""HALO"", ""HLT"", ""HOOD"", ""HWM"", ""ISRG"", ""KEX"", ""KKR"", ""KO"", ""OLLI"", ""PEG"", ""RGA"", ""RYAN"", ""SFM"", ""THC"", ""UTHR"", ""VRT"", ""VST"", ""WFC""]",6ae54a41dcab86e5a24934bd917ae4acefde07ae04420e954853888121c75d01
B,0,2024-06-28,quality,fcf_roe_value,0.5,741985.76265199925,0.5,27,"[""ADM"", ""AGCO"", ""ALSN"", ""AM"", ""ARW"", ""BG"", ""BYD"", ""CE"", ""CF"", ""CNH"", ""CNM"", ""CROX"", ""EOG"", ""GM"", ""HOG"", ""MGM"", ""MIDD"", ""MPC"", ""NEU"", ""NUE"", ""OLN"", ""THC"", ""TOL"", ""V"", ""VZ"", ""WCC"", ""WU""]",94f14afca6dbd7f4fbedf6fb5020fdf9bc2c7332433cca2f0c5d5a91108251da
B,0,2024-12-31,growth,growth_value,0.34999999999999998,551424.70998673525,0.35000000000000003,30,"[""ACGL"", ""AIZ"", ""AM"", ""AMP"", ""CROX"", ""DAL"", ""EEFT"", ""EOG"", ""EXPE"", ""F"", ""FITB"", ""FRHC"", ""GEN"", ""GL"", ""HOOD"", ""JPM"", ""KNSL"", ""MGM"", ""MPC"", ""MTB"", ""NOV"", ""NSA"", ""PEG"", ""PEP"", ""RNR"", ""SJM"", ""VICI"", ""VLO"", ""VOYA"", ""WFRD""]",495a98bb9066b560dbf860752b3f31276a137ebe959a053b9928719d4e60f676
B,0,2024-12-31,momentum,momentum,0.14999999999999999,236324.8757086008,0.14999999999999999,30,"[""ALSN"", ""AME"", ""APO"", ""APP"", ""AXON"", ""CCL"", ""COF"", ""CORT"", ""DAL"", ""DOCS"", ""DTM"", ""EXEL"", ""FLS"", ""FOUR"", ""FTNT"", ""GRMN"", ""HOOD"", ""ISRG"", ""KO"", ""MTB"", ""MTSI"", ""RCL"", ""SLM"", ""SYF"", ""UAL"", ""UNH"", ""UNM"", ""UTHR"", ""VST"", ""WAT""]",b8d28d6344d5a99ade9c6481120d21881732b070dccdde08452c6861a2afb766
B,0,2024-12-31,quality,fcf_roe_value,0.5,787749.58569533611,0.50000000000000011,25,"[""ADM"", ""AM"", ""ARW"", ""BLDR"", ""CE"", ""CF"", ""CROX"", ""DVA"", ""DVN"", ""EOG"", ""GM"", ""HAL"", ""HOG"", ""LEN"", ""MGM"", ""MIDD"", ""MPC"", ""OLN"", ""OVV"", ""SLGN"", ""TDC"", ""THC"", ""V"", ""VZ"", ""WU""]",d78a1703526d63fab74a03b4a5b7b27f80f2f185a55ee52d67154cdbb390bb43
B,0,2025-06-30,growth,growth_value,0.34999999999999998,561260.0946985489,0.34999999999999998,30,"[""ALK"", ""CCL"", ""DUK"", ""DVA"", ""EVRG"", ""EXPE"", ""FITB"", ""FNF"", ""FTI"", ""HALO"", ""HOOD"", ""IBKR"", ""IRDM"", ""KNSL"", ""LAZ"", ""LNC"", ""LVS"", ""META"", ""MRK"", ""MUSA"", ""NVR"", ""PEP"", ""PGR"", ""SYF"", ""UAL"", ""VIRT"", ""VST"", ""WFRD"", ""WMT"", ""XOM""]",05b86589d826e3910a16967176401ab5f769bf5ccd489625fcec088b3f081aa0
B,0,2025-06-30,momentum,momentum,0.14999999999999999,240540.04058509239,0.14999999999999999,30,"[""ARMK"", ""BPOP"", ""BYD"", ""CAH"", ""CI"", ""COF"", ""CRS"", ""CVNA"", ""DASH"", ""DRS"", ""EQH"", ""EXEL"", ""HEI"", ""HLT"", ""HOOD"", ""HWM"", ""ITT"", ""JPM"", ""KDP"", ""KO"", ""MELI"", ""MPC"", ""NEM"", ""NFLX"", ""NRG"", ""PLTR"", ""PODD"", ""RCL"", ""VST"", ""WELL""]",897b867f32ec183be81a376b8185397a20e908bc4ac1a6f4ae3d54169f29e7a1
B,0,2025-06-30,quality,fcf_roe_value,0.5,801800.13528364117,0.49999999999999994,23,"[""APA"", ""BLDR"", ""CF"", ""CROX"", ""DAL"", ""DVA"", ""DVN"", ""EEFT"", ""EOG"", ""EXPE"", ""HAL"", ""HOG"", ""INGR"", ""MGM"", ""OC"", ""OMC"", ""SLB"", ""TDC"", ""V"", ""VZ"", ""WEN"", ""WU"", ""YETI""]",2360b6822fbaa7a87a209b24224ba8f58641d34709f06a0f11841c1c78c0c432
B,0,2025-12-31,growth,growth_value,0.34999999999999998,597952.5264121287,0.34999999999999998,30,"[""CCL"", ""CI"", ""CROX"", ""CRUS"", ""DUK"", ""DVA"", ""EVR"", ""EVRG"", ""EXPE"", ""FNF"", ""FOUR"", ""FTI"", ""HALO"", ""HHH"", ""IBKR"", ""KBR"", ""KNSL"", ""LAZ"", ""LNC"", ""LVS"", ""MU"", ""MUSA"", ""NLY"", ""PEP"", ""PFG"", ""PGR"", ""PR"", ""QSR"", ""SYF"", ""VIRT""]",090336fbf1735d6e82fb4c42135586ecc39bd8e79dd854ff08e08ffa6fd97b00
B,0,2025-12-31,momentum,momentum,0.14999999999999999,256265.36846234085,0.14999999999999997,30,"[""AMG"", ""AMTM"", ""C"", ""CIEN"", ""COHR"", ""CVNA"", ""DTM"", ""DVN"", ""EXPE"", ""FIVE"", ""FLS"", ""FOX"", ""FOXA"", ""FTI"", ""GM"", ""GMED"", ""GS"", ""INCY"", ""LHX"", ""LITE"", ""LNC"", ""LRCX"", ""LVS"", ""MU"", ""NEM"", ""NLY"", ""QSR"", ""RDDT"", ""VLO"", ""WELL""]",c3f1f9031ecafd5824fa7bf68ca2504820db57a42323900add00e65a85793a46
B,0,2025-12-31,quality,fcf_roe_value,0.5,854217.89487446949,0.49999999999999994,18,"[""CF"", ""CHTR"", ""CROX"", ""DAL"", ""DVA"", ""DVN"", ""EEFT"", ""EOG"", ""FOUR"", ""HOG"", ""HRB"", ""LW"", ""MGM"", ""OC"", ""TDC"", ""V"", ""VZ"", ""WU""]",d59624140db7e492e9a14236b544ddb6356a38b4694531da50708eb05788cfd5
B,0,2026-06-30,growth,growth_value,0.34999999999999998,707607.42578486213,0.35000000000000003,30,"[""AMT"", ""CACC"", ""CBOE"", ""CF"", ""CRUS"", ""CVNA"", ""D"", ""DLTR"", ""DXCM"", ""EQT"", ""EVR"", ""EXE"", ""FAF"", ""FOX"", ""HALO"", ""IBKR"", ""KEY"", ""KLAC"", ""KNSL"", ""LYFT"", ""MPC"", ""NEM"", ""NI"", ""OMF"", ""PEG"", ""PGR"", ""PNFP"", ""RNR"", ""VIRT"", ""WTM""]",2af978a703cb0c1231235451a568a26a7367732aa3edbf9c465acebed8966a7c
B,0,2026-06-30,momentum,momentum,0.14999999999999999,303260.32533636939,0.14999999999999997,30,"[""AKAM"", ""APA"", ""ARMK"", ""BPOP"", ""CBOE"", ""CIEN"", ""COHR"", ""DDOG"", ""DELL"", ""ECG"", ""GL"", ""GLW"", ""HEI-A"", ""HPE"", ""JAZZ"", ""LAMR"", ""LITE"", ""LNT"", ""LRCX"", ""MKSI"", ""MU"", ""MUSA"", ""NVT"", ""PNFP"", ""RNR"", ""SNX"", ""TER"", ""VIRT"", ""VLO"", ""VRT""]",1d4b830929239742ff44d0a4ff8ac8da129358ad147cd8495d50ba95bc7f0785
B,0,2026-06-30,quality,fcf_roe_value,0.5,1010867.7511212312,0.49999999999999989,29,"[""ACN"", ""ADBE"", ""ADT"", ""BAH"", ""CHTR"", ""CPB"", ""CTSH"", ""DAL"", ""DOX"", ""DVN"", ""EEFT"", ""EXPE"", ""G"", ""GAP"", ""GDDY"", ""GEN"", ""HRB"", ""INTU"", ""IT"", ""KLAC"", ""LULU"", ""LW"", ""MELI"", ""PYPL"", ""TDC"", ""THC"", ""V"", ""VZ"", ""WU""]",493f60c9655475009dae3a27295cd597e748cc0f6a26e169caf4313e5fd58607
B,10,2021-06-30,growth,growth_value,0.34999999999999998,349650.34965034964,0.34999999999999992,30,"[""ACGL"", ""ACI"", ""AMKR"", ""BJ"", ""BOKF"", ""CBOE"", ""CBSH"", ""CNC"", ""COKE"", ""DKS"", ""DTE"", ""EVR"", ""EXP"", ""FRHC"", ""GL"", ""HOLX"", ""HRB"", ""LAZ"", ""LPX"", ""MO"", ""PB"", ""PEG"", ""PGR"", ""PRI"", ""SGI"", ""VIRT"", ""VRTX"", ""WSM"", ""WTM"", ""WY""]",62fd1a60a8111d93903ba698558ae84802d80aa973877dc67828180d378545c5
B,10,2021-06-30,momentum,momentum,0.14999999999999999,149850.14985014987,0.14999999999999999,30,"[""ALGN"", ""ALLY"", ""BJ"", ""CELH"", ""CHRD"", ""CNP"", ""COF"", ""CRL"", ""CROX"", ""DKS"", ""DUK"", ""EPAM"", ""F"", ""GMED"", ""GNRC"", ""GOOG"", ""GS"", ""JEF"", ""LLY"", ""MRNA"", ""NUE"", ""NVDA"", ""QXO"", ""RH"", ""ROKU"", ""SYF"", ""THC"", ""TRGP"", ""WCC"", ""YETI""]",9718f69909bb2f3b6e4a6aa78fb102104f5638f16a251ecd11d51475f344527b
