strategy,single_side_cost_bps,rebalance_index,rebalance_date,total_value,cash,turnover,cumulative_costs,holdings_json,holdings_sha256
fcf_roe_value,0,1,2021-06-30,1000000,0,0,0,"{""ALSN"":""1397.9757311413073"",""CSX"":""1731.7816569686895"",""DKS"":""554.50200175222631"",""ELV"":""145.50957453000407"",""FAF"":""891.02735453978437"",""FNF"":""1278.3146699391523"",""GM"":""938.91423957335735"",""IBM"":""378.98598509827104"",""LOPE"":""617.48978054413203"",""MOH"":""219.53511244588458"",""MUSA"":""416.55211483508702"",""OMC"":""694.53126085205099"",""PAG"":""735.93264744410601"",""PHM"":""1018.0603913424144"",""URI"":""174.14988732502292"",""V"":""237.59967306284986"",""VZ"":""991.53231403811446"",""WSM"":""347.98343598844696""}",bb0c4003365ce3d5247c2376cf736030ebbdb25856a262fa6863b626bd8bfaff
fcf_roe_value,0,2,2021-12-31,1102723.3452481441,0,0.32875705267793892,0,"{""ALSN"":""2333.559084219964"",""DKS"":""737.67173416293338"",""FAF"":""1084.3010700676939"",""FNF"":""1625.6204045878824"",""IBM"":""634.63169767616114"",""LOPE"":""989.67299861621404"",""MOH"":""266.67779398703379"",""MUSA"":""425.74218385562989"",""OMC"":""1157.7026438023161"",""PAG"":""791.12919894978268"",""SFM"":""2857.9808865025507"",""V"":""391.42112828847627"",""VZ"":""1632.5033239298634""}",69d41d062351512b5eb26debecf863fdc64659f9b35940db53a79348029b72a4
fcf_roe_value,0,3,2022-06-30,1008062.4243341233,0,0.2441264075676278,0,"{""ACI"":""1347.3888263661827"",""ALSN"":""936.33886711324828"",""BLDR"":""670.43257803546362"",""CE"":""306.11537658791258"",""CROX"":""739.72117198488593"",""DKS"":""477.67320473005702"",""DVA"":""450.25299450355681"",""FAF"":""680.31423734891155"",""FNF"":""974.08629438594153"",""GM"":""1133.5714559352771"",""HUN"":""1269.9199097179683"",""LAD"":""131.0077123849365"",""LOPE"":""382.22984860924095"",""MOH"":""128.75873338043846"",""MUSA"":""154.60226495686177"",""NRG"":""943.20747813739581"",""NVR"":""8.9912514149116678"",""PAG"":""343.8936807766205"",""PFE"":""686.67231433348081"",""REGN"":""60.904081065932033"",""RH"":""169.61382003441253"",""SAIC"":""386.70493491411821"",""SFM"":""1421.8889984401421"",""SGI"":""1684.7089115818624"",""THC"":""684.97392390609593"",""V"":""182.85453522527504"",""WHR"":""232.46742067866211"",""WSM"":""324.49057630017484""}",f04f97272bdbd3add25545f7ebbc87d20c98b54dd56607b49ddadb404511c790
fcf_roe_value,0,4,2022-12-30,1135007.9150005635,0,0.54177434078455611,0,"{""ACI"":""3040.3083547641795"",""ALSN"":""1515.769117255026"",""BLDR"":""971.88648701925229"",""CE"":""616.74486774069919"",""DVA"":""844.46223754933817"",""EXPD"":""606.77439643773175"",""FAF"":""1204.7381596830164"",""FNF"":""1676.1295927115652"",""GM"":""1874.4350558207218"",""HOLX"":""842.88190452892763"",""HUM"":""123.11055521936991"",""HUN"":""2294.6140930789329"",""INTC"":""2385.7735632920576"",""MUSA"":""225.57056334624411"",""NVR"":""13.670439380522199"",""PAG"":""548.64696143573542"",""V"":""303.50402039761786"",""WSM"":""548.69470307874246""}",a8e4eedcfd71e8be92ab4e178ee0c99d9767527ca4a5cea7ad405367a26df3fc
fcf_roe_value,0,5,2023-06-30,1369399.3930915799,0,0.41636681304422363,0,"{""ALSN"":""1616.955240396245"",""BLDR"":""671.27421229979416"",""CHRW"":""967.60246817988343"",""CROX"":""811.92896542842402"",""DVA"":""908.66221631105805"",""ELV"":""205.48131372025478"",""EXPD"":""753.68028459318089"",""GM"":""2367.5646491901452"",""HOLX"":""1127.4952806319873"",""HUM"":""204.17617442974526"",""LEN"":""728.53956486131995"",""NVR"":""14.375492923962071"",""V"":""384.42518474301835"",""WSM"":""729.52927019955246"",""WU"":""7782.8894179686267""}",00672b4dbebc829aa6b60ecaa2ece67b1246d2a043f242cbd09d121da754cff8
fcf_roe_value,0,6,2023-12-29,1461832.6458491459,0,0.42045693126411182,0,"{""ALSN"":""1675.9330992824832"",""BLDR"":""583.77566624701331"",""CHRW"":""1128.0878541877114"",""CROX"":""1043.3091716441108"",""DVA"":""930.2740523413172"",""GM"":""2713.1266626747324"",""HRB"":""2014.7924276054662"",""LEN"":""653.88828316744764"",""MOH"":""269.72823814252689"",""PHM"":""944.15335907068777"",""THC"":""1289.6057922889561"",""TOL"":""948.10302289402068"",""V"":""374.32498453342185"",""VZ"":""2585.0267831107794"",""WU"":""8175.7977955768783""}",0c4be7226c1df1b632f4f3255e67f1019ef71662eb0bd5dd17153c7b62e058df
fcf_roe_value,0,7,2024-06-28,1691555.8119962208,0,0.4141261450092652,0,"{""ADM"":""1036.3972747579701"",""AGCO"":""640.0716720384072"",""ALSN"":""825.43103108194055"",""AM"":""4250.3538167652168"",""ARW"":""518.79939764093479"",""BG"":""586.77732751821009"",""BYD"":""1137.0275001655043"",""CE"":""464.45411267788052"",""CF"":""845.25384861197097"",""CNH"":""6184.6214470996338"",""CNM"":""1280.1433440768144"",""CROX"":""429.28748293215909"",""EOG"":""497.73746928671875"",""GM"":""1348.4764369160416"",""HOG"":""1867.9253207847137"",""MGM"":""1409.7708204122255"",""MIDD"":""510.97149709745776"",""MPC"":""361.13797128844419"",""NEU"":""121.51640952561105"",""NUE"":""396.31968154807242"",""OLN"":""1328.7426354001971"",""THC"":""470.94802119160562"",""TOL"":""543.93310695536798"",""V"":""238.69476610324719"",""VZ"":""1519.1613787371311"",""WCC"":""395.2196269184916"",""WU"":""5126.8588591750649""}",4562ce880b6e182ca06eb515091ce620d4d368e0d621a5c1539886803488804c
fcf_roe_value,0,8,2024-12-31,1641788.916924844,0,0.40374654274642718,0,"{""ADM"":""1299.9120482381977"",""AM"":""4351.9918275012433"",""ARW"":""580.54770754060962"",""BLDR"":""459.46656878887393"",""CE"":""948.87381414526465"",""CF"":""769.70882181192883"",""CROX"":""599.57597623476454"",""DVA"":""439.12776113001507"",""DVN"":""2006.4636931559353"",""EOG"":""535.74446628319265"",""GM"":""1232.8056443963535"",""HAL"":""2415.2834379181227"",""HOG"":""2179.6069258876123"",""LEN"":""481.56894241397487"",""MGM"":""1895.2830209810609"",""MIDD"":""484.8398425765505"",""MPC"":""470.76384714690863"",""OLN"":""1942.9454638163836"",""OVV"":""1621.5199179504632"",""SLGN"":""1261.7013770796111"",""TDC"":""2108.2361694058991"",""THC"":""520.2531622989286"",""V"":""207.79507871469988"",""VZ"":""1642.1994667915417"",""WU"":""6195.4298751880906""}",a565629892b4e7d4b0b1146c5fb039dac9f0e86f22944cbab55c45e8bf469a43
fcf_roe_value,0,9,2025-06-30,1585654.3972059726,0,0.50462721122476739,0,"{""APA"":""3769.3545943518025"",""BLDR"":""590.80894276025765"",""CF"":""749.36408185537459"",""CROX"":""680.70197008979528"",""DAL"":""1401.8197545891512"",""DVA"":""483.96978259525775"",""DVN"":""2167.2900198269244"",""EEFT"":""680.03053393859204"",""EOG"":""576.38571633387221"",""EXPE"":""408.71173542028964"",""HAL"":""3382.8015471390809"",""HOG"":""2921.2498106226467"",""INGR"":""508.34313177034699"",""MGM"":""2004.6960026372335"",""OC"":""501.31977552861008"",""OMC"":""958.31937073525808"",""SLB"":""2039.6892168844518"",""TDC"":""3090.1611622902046"",""V"":""194.17404740373036"",""VZ"":""1593.2862382873691"",""WEN"":""6036.9085403410209"",""WU"":""8187.8260725290338"",""YETI"":""2187.2301881565504""}",179702de61c02237076edfbcd8de0a533c88d8595caf2766078eeced5936f743
fcf_roe_value,0,10,2025-12-31,1675499.4465538505,0,0.4315081816716646,0,"{""CF"":""1203.5596403714121"",""CHTR"":""445.90803634167673"",""CROX"":""1088.4389918887398"",""DAL"":""1341.2579623389772"",""DVA"":""819.32314572946939"",""DVN"":""2541.1767017833749"",""EEFT"":""1223.0101509174224"",""EOG"":""886.42322242000773"",""FOUR"":""1478.21665215698"",""HOG"":""4542.8649383272341"",""HRB"":""2135.9179115723964"",""LW"":""2222.0888657513733"",""MGM"":""2550.9263520505624"",""OC"":""831.76930199557705"",""TDC"":""3057.9271546098889"",""V"":""265.41388208584021"",""VZ"":""2285.3744803909904"",""WU"":""9998.2065076611198""}",bd8d25cd6e6b842eb7b05ffeb4d31e6056036ba2aa94593c35dd8095992c534f
